Image Alt,Image Src
Boston College Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/103.png&scale=crop&cquality=40&location=origin&w=80&h=80
California Golden Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/25.png&scale=crop&cquality=40&location=origin&w=80&h=80
Clemson Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/228.png&scale=crop&cquality=40&location=origin&w=80&h=80
Duke Blue Devils,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&scale=crop&cquality=40&location=origin&w=80&h=80
Florida State Seminoles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/52.png&scale=crop&cquality=40&location=origin&w=80&h=80
Georgia Tech Yellow Jackets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/59.png&scale=crop&cquality=40&location=origin&w=80&h=80
Louisville Cardinals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/97.png&scale=crop&cquality=40&location=origin&w=80&h=80
Miami Hurricanes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png&scale=crop&cquality=40&location=origin&w=80&h=80
NC State Wolfpack,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Carolina Tar Heels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&scale=crop&cquality=40&location=origin&w=80&h=80
Notre Dame Fighting Irish,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&scale=crop&cquality=40&location=origin&w=80&h=80
Pittsburgh Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/221.png&scale=crop&cquality=40&location=origin&w=80&h=80
SMU Mustangs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2567.png&scale=crop&cquality=40&location=origin&w=80&h=80
Stanford Cardinal,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/24.png&scale=crop&cquality=40&location=origin&w=80&h=80
Syracuse Orange,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/183.png&scale=crop&cquality=40&location=origin&w=80&h=80
Virginia Cavaliers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/258.png&scale=crop&cquality=40&location=origin&w=80&h=80
Virginia Tech Hokies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/259.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wake Forest Demon Deacons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/154.png&scale=crop&cquality=40&location=origin&w=80&h=80
Austin Peay Governors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2046.png&scale=crop&cquality=40&location=origin&w=80&h=80
Bellarmine Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/91.png&scale=crop&cquality=40&location=origin&w=80&h=80
Central Arkansas Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2110.png&scale=crop&cquality=40&location=origin&w=80&h=80
Eastern Kentucky Colonels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2198.png&scale=crop&cquality=40&location=origin&w=80&h=80
Florida Gulf Coast Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/526.png&scale=crop&cquality=40&location=origin&w=80&h=80
Jacksonville Dolphins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/294.png&scale=crop&cquality=40&location=origin&w=80&h=80
Lipscomb Bisons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/288.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Alabama Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2453.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Florida Ospreys,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2454.png&scale=crop&cquality=40&location=origin&w=80&h=80
Queens University Royals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2511.png&scale=crop&cquality=40&location=origin&w=80&h=80
Stetson Hatters,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/56.png&scale=crop&cquality=40&location=origin&w=80&h=80
West Georgia Wolves,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2698.png&scale=crop&cquality=40&location=origin&w=80&h=80
Binghamton Bearcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2066.png&scale=crop&cquality=40&location=origin&w=80&h=80
Bryant Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2803.png&scale=crop&cquality=40&location=origin&w=80&h=80
Maine Black Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/311.png&scale=crop&cquality=40&location=origin&w=80&h=80
NJIT Highlanders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2885.png&scale=crop&cquality=40&location=origin&w=80&h=80
New Hampshire Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/160.png&scale=crop&cquality=40&location=origin&w=80&h=80
UAlbany Great Danes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/399.png&scale=crop&cquality=40&location=origin&w=80&h=80
UMBC Retrievers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2378.png&scale=crop&cquality=40&location=origin&w=80&h=80
UMass Lowell River Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2349.png&scale=crop&cquality=40&location=origin&w=80&h=80
Vermont Catamounts,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/261.png&scale=crop&cquality=40&location=origin&w=80&h=80
Charlotte 49ers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2429.png&scale=crop&cquality=40&location=origin&w=80&h=80
East Carolina Pirates,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/151.png&scale=crop&cquality=40&location=origin&w=80&h=80
Florida Atlantic Owls,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png&scale=crop&cquality=40&location=origin&w=80&h=80
Memphis Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/235.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Texas Mean Green,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/249.png&scale=crop&cquality=40&location=origin&w=80&h=80
Rice Owls,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/242.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Florida Bulls,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/58.png&scale=crop&cquality=40&location=origin&w=80&h=80
Temple Owls,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/218.png&scale=crop&cquality=40&location=origin&w=80&h=80
Tulane Green Wave,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2655.png&scale=crop&cquality=40&location=origin&w=80&h=80
Tulsa Golden Hurricane,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/202.png&scale=crop&cquality=40&location=origin&w=80&h=80
UAB Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/5.png&scale=crop&cquality=40&location=origin&w=80&h=80
UTSA Roadrunners,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2636.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wichita State Shockers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2724.png&scale=crop&cquality=40&location=origin&w=80&h=80
Davidson Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2166.png&scale=crop&cquality=40&location=origin&w=80&h=80
Dayton Flyers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2168.png&scale=crop&cquality=40&location=origin&w=80&h=80
Duquesne Dukes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2184.png&scale=crop&cquality=40&location=origin&w=80&h=80
Fordham Rams,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2230.png&scale=crop&cquality=40&location=origin&w=80&h=80
George Mason Patriots,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2244.png&scale=crop&cquality=40&location=origin&w=80&h=80
George Washington Revolutionaries,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/45.png&scale=crop&cquality=40&location=origin&w=80&h=80
La Salle Explorers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2325.png&scale=crop&cquality=40&location=origin&w=80&h=80
Loyola Chicago Ramblers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2350.png&scale=crop&cquality=40&location=origin&w=80&h=80
Massachusetts Minutemen,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/113.png&scale=crop&cquality=40&location=origin&w=80&h=80
Rhode Island Rams,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/227.png&scale=crop&cquality=40&location=origin&w=80&h=80
Richmond Spiders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/257.png&scale=crop&cquality=40&location=origin&w=80&h=80
Saint Joseph's Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2603.png&scale=crop&cquality=40&location=origin&w=80&h=80
Saint Louis Billikens,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/139.png&scale=crop&cquality=40&location=origin&w=80&h=80
St. Bonaventure Bonnies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/179.png&scale=crop&cquality=40&location=origin&w=80&h=80
VCU Rams,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2670.png&scale=crop&cquality=40&location=origin&w=80&h=80
Arizona State Sun Devils,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/9.png&scale=crop&cquality=40&location=origin&w=80&h=80
Arizona Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/12.png&scale=crop&cquality=40&location=origin&w=80&h=80
BYU Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/252.png&scale=crop&cquality=40&location=origin&w=80&h=80
Baylor Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/239.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cincinnati Bearcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2132.png&scale=crop&cquality=40&location=origin&w=80&h=80
Colorado Buffaloes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/38.png&scale=crop&cquality=40&location=origin&w=80&h=80
Houston Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/248.png&scale=crop&cquality=40&location=origin&w=80&h=80
Iowa State Cyclones,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/66.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kansas Jayhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2305.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kansas State Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2306.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oklahoma State Cowboys,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/197.png&scale=crop&cquality=40&location=origin&w=80&h=80
TCU Horned Frogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2628.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas Tech Red Raiders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2641.png&scale=crop&cquality=40&location=origin&w=80&h=80
UCF Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2116.png&scale=crop&cquality=40&location=origin&w=80&h=80
Utah Utes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/254.png&scale=crop&cquality=40&location=origin&w=80&h=80
West Virginia Mountaineers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/277.png&scale=crop&cquality=40&location=origin&w=80&h=80
Butler Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2086.png&scale=crop&cquality=40&location=origin&w=80&h=80
Creighton Bluejays,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/156.png&scale=crop&cquality=40&location=origin&w=80&h=80
DePaul Blue Demons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/305.png&scale=crop&cquality=40&location=origin&w=80&h=80
Georgetown Hoyas,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/46.png&scale=crop&cquality=40&location=origin&w=80&h=80
Marquette Golden Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/269.png&scale=crop&cquality=40&location=origin&w=80&h=80
Providence Friars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2507.png&scale=crop&cquality=40&location=origin&w=80&h=80
Seton Hall Pirates,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2550.png&scale=crop&cquality=40&location=origin&w=80&h=80
St. John's Red Storm,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2599.png&scale=crop&cquality=40&location=origin&w=80&h=80
UConn Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png&scale=crop&cquality=40&location=origin&w=80&h=80
Villanova Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/222.png&scale=crop&cquality=40&location=origin&w=80&h=80
Xavier Musketeers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2752.png&scale=crop&cquality=40&location=origin&w=80&h=80
Eastern Washington Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/331.png&scale=crop&cquality=40&location=origin&w=80&h=80
Idaho State Bengals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/304.png&scale=crop&cquality=40&location=origin&w=80&h=80
Idaho Vandals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/70.png&scale=crop&cquality=40&location=origin&w=80&h=80
Montana Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/149.png&scale=crop&cquality=40&location=origin&w=80&h=80
Montana State Bobcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/147.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Arizona Lumberjacks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2464.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Colorado Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2458.png&scale=crop&cquality=40&location=origin&w=80&h=80
Portland State Vikings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2502.png&scale=crop&cquality=40&location=origin&w=80&h=80
Sacramento State Hornets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/16.png&scale=crop&cquality=40&location=origin&w=80&h=80
Weber State Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2692.png&scale=crop&cquality=40&location=origin&w=80&h=80
Charleston Southern Buccaneers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2127.png&scale=crop&cquality=40&location=origin&w=80&h=80
Gardner-Webb Runnin' Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2241.png&scale=crop&cquality=40&location=origin&w=80&h=80
High Point Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2272.png&scale=crop&cquality=40&location=origin&w=80&h=80
Longwood Lancers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2344.png&scale=crop&cquality=40&location=origin&w=80&h=80
Presbyterian Blue Hose,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2506.png&scale=crop&cquality=40&location=origin&w=80&h=80
Radford Highlanders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2515.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Carolina Upstate Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2908.png&scale=crop&cquality=40&location=origin&w=80&h=80
UNC Asheville Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2427.png&scale=crop&cquality=40&location=origin&w=80&h=80
Winthrop Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2737.png&scale=crop&cquality=40&location=origin&w=80&h=80
Illinois Fighting Illini,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/356.png&scale=crop&cquality=40&location=origin&w=80&h=80
Indiana Hoosiers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/84.png&scale=crop&cquality=40&location=origin&w=80&h=80
Iowa Hawkeyes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2294.png&scale=crop&cquality=40&location=origin&w=80&h=80
Maryland Terrapins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/120.png&scale=crop&cquality=40&location=origin&w=80&h=80
Michigan State Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/127.png&scale=crop&cquality=40&location=origin&w=80&h=80
Michigan Wolverines,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/130.png&scale=crop&cquality=40&location=origin&w=80&h=80
Minnesota Golden Gophers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png&scale=crop&cquality=40&location=origin&w=80&h=80
Nebraska Cornhuskers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/158.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northwestern Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/77.png&scale=crop&cquality=40&location=origin&w=80&h=80
Ohio State Buckeyes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/194.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oregon Ducks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2483.png&scale=crop&cquality=40&location=origin&w=80&h=80
Penn State Nittany Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/213.png&scale=crop&cquality=40&location=origin&w=80&h=80
Purdue Boilermakers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2509.png&scale=crop&cquality=40&location=origin&w=80&h=80
Rutgers Scarlet Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/164.png&scale=crop&cquality=40&location=origin&w=80&h=80
UCLA Bruins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/26.png&scale=crop&cquality=40&location=origin&w=80&h=80
USC Trojans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/30.png&scale=crop&cquality=40&location=origin&w=80&h=80
Washington Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/264.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wisconsin Badgers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal Poly Mustangs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/13.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal State Bakersfield Roadrunners,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2934.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal State Fullerton Titans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2239.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal State Northridge Matadors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2463.png&scale=crop&cquality=40&location=origin&w=80&h=80
Hawai'i Rainbow Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/62.png&scale=crop&cquality=40&location=origin&w=80&h=80
Long Beach State Beach,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/299.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Davis Aggies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/302.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Irvine Anteaters,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/300.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Riverside Highlanders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/27.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC San Diego Tritons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/28.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Santa Barbara Gauchos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2540.png&scale=crop&cquality=40&location=origin&w=80&h=80
Campbell Fighting Camels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2097.png&scale=crop&cquality=40&location=origin&w=80&h=80
Charleston Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/232.png&scale=crop&cquality=40&location=origin&w=80&h=80
Delaware Blue Hens,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/48.png&scale=crop&cquality=40&location=origin&w=80&h=80
Drexel Dragons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2182.png&scale=crop&cquality=40&location=origin&w=80&h=80
