Image Alt,Image Src
Colorado Buffaloes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/38.png&scale=crop&cquality=40&location=origin&w=80&h=80
Houston Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/248.png&scale=crop&cquality=40&location=origin&w=80&h=80
Iowa State Cyclones,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/66.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kansas Jayhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2305.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kansas State Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2306.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oklahoma State Cowboys,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/197.png&scale=crop&cquality=40&location=origin&w=80&h=80
TCU Horned Frogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2628.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas Tech Red Raiders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2641.png&scale=crop&cquality=40&location=origin&w=80&h=80
UCF Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2116.png&scale=crop&cquality=40&location=origin&w=80&h=80
Utah Utes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/254.png&scale=crop&cquality=40&location=origin&w=80&h=80
West Virginia Mountaineers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/277.png&scale=crop&cquality=40&location=origin&w=80&h=80
Butler Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2086.png&scale=crop&cquality=40&location=origin&w=80&h=80
Creighton Bluejays,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/156.png&scale=crop&cquality=40&location=origin&w=80&h=80
DePaul Blue Demons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/305.png&scale=crop&cquality=40&location=origin&w=80&h=80
Georgetown Hoyas,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/46.png&scale=crop&cquality=40&location=origin&w=80&h=80
Marquette Golden Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/269.png&scale=crop&cquality=40&location=origin&w=80&h=80
Providence Friars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2507.png&scale=crop&cquality=40&location=origin&w=80&h=80
Seton Hall Pirates,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2550.png&scale=crop&cquality=40&location=origin&w=80&h=80
St. John's Red Storm,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2599.png&scale=crop&cquality=40&location=origin&w=80&h=80
UConn Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png&scale=crop&cquality=40&location=origin&w=80&h=80
Villanova Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/222.png&scale=crop&cquality=40&location=origin&w=80&h=80
Xavier Musketeers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2752.png&scale=crop&cquality=40&location=origin&w=80&h=80
Eastern Washington Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/331.png&scale=crop&cquality=40&location=origin&w=80&h=80
Idaho State Bengals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/304.png&scale=crop&cquality=40&location=origin&w=80&h=80
Idaho Vandals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/70.png&scale=crop&cquality=40&location=origin&w=80&h=80
Montana Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/149.png&scale=crop&cquality=40&location=origin&w=80&h=80
Montana State Bobcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/147.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Arizona Lumberjacks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2464.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Colorado Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2458.png&scale=crop&cquality=40&location=origin&w=80&h=80
Portland State Vikings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2502.png&scale=crop&cquality=40&location=origin&w=80&h=80
Sacramento State Hornets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/16.png&scale=crop&cquality=40&location=origin&w=80&h=80
Weber State Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2692.png&scale=crop&cquality=40&location=origin&w=80&h=80
Charleston Southern Buccaneers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2127.png&scale=crop&cquality=40&location=origin&w=80&h=80
Gardner-Webb Runnin' Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2241.png&scale=crop&cquality=40&location=origin&w=80&h=80
High Point Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2272.png&scale=crop&cquality=40&location=origin&w=80&h=80
Longwood Lancers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2344.png&scale=crop&cquality=40&location=origin&w=80&h=80
Presbyterian Blue Hose,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2506.png&scale=crop&cquality=40&location=origin&w=80&h=80
Radford Highlanders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2515.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Carolina Upstate Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2908.png&scale=crop&cquality=40&location=origin&w=80&h=80
UNC Asheville Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2427.png&scale=crop&cquality=40&location=origin&w=80&h=80
Winthrop Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2737.png&scale=crop&cquality=40&location=origin&w=80&h=80
Illinois Fighting Illini,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/356.png&scale=crop&cquality=40&location=origin&w=80&h=80
Indiana Hoosiers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/84.png&scale=crop&cquality=40&location=origin&w=80&h=80
Iowa Hawkeyes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2294.png&scale=crop&cquality=40&location=origin&w=80&h=80
Maryland Terrapins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/120.png&scale=crop&cquality=40&location=origin&w=80&h=80
Michigan State Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/127.png&scale=crop&cquality=40&location=origin&w=80&h=80
Michigan Wolverines,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/130.png&scale=crop&cquality=40&location=origin&w=80&h=80
Minnesota Golden Gophers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png&scale=crop&cquality=40&location=origin&w=80&h=80
Nebraska Cornhuskers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/158.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northwestern Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/77.png&scale=crop&cquality=40&location=origin&w=80&h=80
Ohio State Buckeyes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/194.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oregon Ducks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2483.png&scale=crop&cquality=40&location=origin&w=80&h=80
Penn State Nittany Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/213.png&scale=crop&cquality=40&location=origin&w=80&h=80
Purdue Boilermakers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2509.png&scale=crop&cquality=40&location=origin&w=80&h=80
Rutgers Scarlet Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/164.png&scale=crop&cquality=40&location=origin&w=80&h=80
UCLA Bruins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/26.png&scale=crop&cquality=40&location=origin&w=80&h=80
USC Trojans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/30.png&scale=crop&cquality=40&location=origin&w=80&h=80
Washington Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/264.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wisconsin Badgers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal Poly Mustangs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/13.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal State Bakersfield Roadrunners,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2934.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal State Fullerton Titans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2239.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cal State Northridge Matadors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2463.png&scale=crop&cquality=40&location=origin&w=80&h=80
Hawai'i Rainbow Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/62.png&scale=crop&cquality=40&location=origin&w=80&h=80
Long Beach State Beach,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/299.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Davis Aggies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/302.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Irvine Anteaters,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/300.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Riverside Highlanders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/27.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC San Diego Tritons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/28.png&scale=crop&cquality=40&location=origin&w=80&h=80
UC Santa Barbara Gauchos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2540.png&scale=crop&cquality=40&location=origin&w=80&h=80
Campbell Fighting Camels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2097.png&scale=crop&cquality=40&location=origin&w=80&h=80
Charleston Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/232.png&scale=crop&cquality=40&location=origin&w=80&h=80
Delaware Blue Hens,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/48.png&scale=crop&cquality=40&location=origin&w=80&h=80
Drexel Dragons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2182.png&scale=crop&cquality=40&location=origin&w=80&h=80
Elon Phoenix,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2210.png&scale=crop&cquality=40&location=origin&w=80&h=80
Hampton Pirates,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2261.png&scale=crop&cquality=40&location=origin&w=80&h=80
Hofstra Pride,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2275.png&scale=crop&cquality=40&location=origin&w=80&h=80
Monmouth Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2405.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Carolina A&T Aggies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2448.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northeastern Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/111.png&scale=crop&cquality=40&location=origin&w=80&h=80
Stony Brook Seawolves,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2619.png&scale=crop&cquality=40&location=origin&w=80&h=80
Towson Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/119.png&scale=crop&cquality=40&location=origin&w=80&h=80
UNC Wilmington Seahawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/350.png&scale=crop&cquality=40&location=origin&w=80&h=80
William & Mary Tribe,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2729.png&scale=crop&cquality=40&location=origin&w=80&h=80
Florida International Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2229.png&scale=crop&cquality=40&location=origin&w=80&h=80
Jacksonville State Gamecocks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/55.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kennesaw State Owls,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/338.png&scale=crop&cquality=40&location=origin&w=80&h=80
Liberty Flames,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2335.png&scale=crop&cquality=40&location=origin&w=80&h=80
Louisiana Tech Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2348.png&scale=crop&cquality=40&location=origin&w=80&h=80
Middle Tennessee Blue Raiders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2393.png&scale=crop&cquality=40&location=origin&w=80&h=80
New Mexico State Aggies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/166.png&scale=crop&cquality=40&location=origin&w=80&h=80
Sam Houston Bearkats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2534.png&scale=crop&cquality=40&location=origin&w=80&h=80
UTEP Miners,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2638.png&scale=crop&cquality=40&location=origin&w=80&h=80
Western Kentucky Hilltoppers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/98.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cleveland State Vikings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/325.png&scale=crop&cquality=40&location=origin&w=80&h=80
Detroit Mercy Titans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2174.png&scale=crop&cquality=40&location=origin&w=80&h=80
Green Bay Phoenix,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2739.png&scale=crop&cquality=40&location=origin&w=80&h=80
IU Indianapolis Jaguars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/85.png&scale=crop&cquality=40&location=origin&w=80&h=80
Milwaukee Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/270.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Kentucky Norse,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/94.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oakland Golden Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2473.png&scale=crop&cquality=40&location=origin&w=80&h=80
Purdue Fort Wayne Mastodons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2870.png&scale=crop&cquality=40&location=origin&w=80&h=80
Robert Morris Colonials,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2523.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wright State Raiders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2750.png&scale=crop&cquality=40&location=origin&w=80&h=80
Youngstown State Penguins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2754.png&scale=crop&cquality=40&location=origin&w=80&h=80
Brown Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/225.png&scale=crop&cquality=40&location=origin&w=80&h=80
Columbia Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/171.png&scale=crop&cquality=40&location=origin&w=80&h=80
Cornell Big Red,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/172.png&scale=crop&cquality=40&location=origin&w=80&h=80
Dartmouth Big Green,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/159.png&scale=crop&cquality=40&location=origin&w=80&h=80
Harvard Crimson,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/108.png&scale=crop&cquality=40&location=origin&w=80&h=80
Pennsylvania Quakers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/219.png&scale=crop&cquality=40&location=origin&w=80&h=80
Princeton Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/163.png&scale=crop&cquality=40&location=origin&w=80&h=80
Yale Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/43.png&scale=crop&cquality=40&location=origin&w=80&h=80
Canisius Golden Griffins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2099.png&scale=crop&cquality=40&location=origin&w=80&h=80
Fairfield Stags,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2217.png&scale=crop&cquality=40&location=origin&w=80&h=80
Iona Gaels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/314.png&scale=crop&cquality=40&location=origin&w=80&h=80
Manhattan Jaspers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2363.png&scale=crop&cquality=40&location=origin&w=80&h=80
Marist Red Foxes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2368.png&scale=crop&cquality=40&location=origin&w=80&h=80
Merrimack Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2771.png&scale=crop&cquality=40&location=origin&w=80&h=80
Mount St. Mary's Mountaineers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/116.png&scale=crop&cquality=40&location=origin&w=80&h=80
Niagara Purple Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/315.png&scale=crop&cquality=40&location=origin&w=80&h=80
Quinnipiac Bobcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2514.png&scale=crop&cquality=40&location=origin&w=80&h=80
Rider Broncs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2520.png&scale=crop&cquality=40&location=origin&w=80&h=80
Sacred Heart Pioneers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2529.png&scale=crop&cquality=40&location=origin&w=80&h=80
Saint Peter's Peacocks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2612.png&scale=crop&cquality=40&location=origin&w=80&h=80
Siena Saints,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2561.png&scale=crop&cquality=40&location=origin&w=80&h=80
Coppin State Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2154.png&scale=crop&cquality=40&location=origin&w=80&h=80
Delaware State Hornets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2169.png&scale=crop&cquality=40&location=origin&w=80&h=80
Howard Bison,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/47.png&scale=crop&cquality=40&location=origin&w=80&h=80
Maryland Eastern Shore Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2379.png&scale=crop&cquality=40&location=origin&w=80&h=80
Morgan State Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2415.png&scale=crop&cquality=40&location=origin&w=80&h=80
Norfolk State Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2450.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Carolina Central Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2428.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Carolina State Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2569.png&scale=crop&cquality=40&location=origin&w=80&h=80
Akron Zips,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2006.png&scale=crop&cquality=40&location=origin&w=80&h=80
Ball State Cardinals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2050.png&scale=crop&cquality=40&location=origin&w=80&h=80
Bowling Green Falcons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/189.png&scale=crop&cquality=40&location=origin&w=80&h=80
Buffalo Bulls,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2084.png&scale=crop&cquality=40&location=origin&w=80&h=80
Central Michigan Chippewas,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2117.png&scale=crop&cquality=40&location=origin&w=80&h=80
Eastern Michigan Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2199.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kent State Golden Flashes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2309.png&scale=crop&cquality=40&location=origin&w=80&h=80
Miami (OH) RedHawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/193.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Illinois Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2459.png&scale=crop&cquality=40&location=origin&w=80&h=80
Ohio Bobcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/195.png&scale=crop&cquality=40&location=origin&w=80&h=80
Toledo Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2649.png&scale=crop&cquality=40&location=origin&w=80&h=80
Western Michigan Broncos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2711.png&scale=crop&cquality=40&location=origin&w=80&h=80
