Image Alt,Image Src
Belmont Bruins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2057.png&scale=crop&cquality=40&location=origin&w=80&h=80
Bradley Braves,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/71.png&scale=crop&cquality=40&location=origin&w=80&h=80
Drake Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2181.png&scale=crop&cquality=40&location=origin&w=80&h=80
Evansville Purple Aces,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/339.png&scale=crop&cquality=40&location=origin&w=80&h=80
Illinois State Redbirds,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2287.png&scale=crop&cquality=40&location=origin&w=80&h=80
Indiana State Sycamores,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/282.png&scale=crop&cquality=40&location=origin&w=80&h=80
Missouri State Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2623.png&scale=crop&cquality=40&location=origin&w=80&h=80
Murray State Racers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/93.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northern Iowa Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2460.png&scale=crop&cquality=40&location=origin&w=80&h=80
Southern Illinois Salukis,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/79.png&scale=crop&cquality=40&location=origin&w=80&h=80
UIC Flames,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/82.png&scale=crop&cquality=40&location=origin&w=80&h=80
Valparaiso Beacons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2674.png&scale=crop&cquality=40&location=origin&w=80&h=80
Air Force Falcons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2005.png&scale=crop&cquality=40&location=origin&w=80&h=80
Boise State Broncos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/68.png&scale=crop&cquality=40&location=origin&w=80&h=80
Colorado State Rams,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/36.png&scale=crop&cquality=40&location=origin&w=80&h=80
Fresno State Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/278.png&scale=crop&cquality=40&location=origin&w=80&h=80
Nevada Wolf Pack,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2440.png&scale=crop&cquality=40&location=origin&w=80&h=80
New Mexico Lobos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/167.png&scale=crop&cquality=40&location=origin&w=80&h=80
San Diego State Aztecs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/21.png&scale=crop&cquality=40&location=origin&w=80&h=80
San José State Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/23.png&scale=crop&cquality=40&location=origin&w=80&h=80
UNLV Rebels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2439.png&scale=crop&cquality=40&location=origin&w=80&h=80
Utah State Aggies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/328.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wyoming Cowboys,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2751.png&scale=crop&cquality=40&location=origin&w=80&h=80
Central Connecticut Blue Devils,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2115.png&scale=crop&cquality=40&location=origin&w=80&h=80
Chicago State Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2130.png&scale=crop&cquality=40&location=origin&w=80&h=80
Fairleigh Dickinson Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/161.png&scale=crop&cquality=40&location=origin&w=80&h=80
Le Moyne Dolphins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2330.png&scale=crop&cquality=40&location=origin&w=80&h=80
Long Island University Sharks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/112358.png&scale=crop&cquality=40&location=origin&w=80&h=80
Mercyhurst Lakers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2385.png&scale=crop&cquality=40&location=origin&w=80&h=80
St. Francis (PA) Red Flash,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2598.png&scale=crop&cquality=40&location=origin&w=80&h=80
Stonehill Skyhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/284.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wagner Seahawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2681.png&scale=crop&cquality=40&location=origin&w=80&h=80
Eastern Illinois Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2197.png&scale=crop&cquality=40&location=origin&w=80&h=80
Lindenwood Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2815.png&scale=crop&cquality=40&location=origin&w=80&h=80
Little Rock Trojans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2031.png&scale=crop&cquality=40&location=origin&w=80&h=80
Morehead State Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2413.png&scale=crop&cquality=40&location=origin&w=80&h=80
SIU Edwardsville Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2565.png&scale=crop&cquality=40&location=origin&w=80&h=80
Southeast Missouri State Redhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2546.png&scale=crop&cquality=40&location=origin&w=80&h=80
Southern Indiana Screaming Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/88.png&scale=crop&cquality=40&location=origin&w=80&h=80
Tennessee State Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2634.png&scale=crop&cquality=40&location=origin&w=80&h=80
Tennessee Tech Golden Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2635.png&scale=crop&cquality=40&location=origin&w=80&h=80
UT Martin Skyhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2630.png&scale=crop&cquality=40&location=origin&w=80&h=80
Western Illinois Leathernecks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2710.png&scale=crop&cquality=40&location=origin&w=80&h=80
American University Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/44.png&scale=crop&cquality=40&location=origin&w=80&h=80
Army Black Knights,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/349.png&scale=crop&cquality=40&location=origin&w=80&h=80
Boston University Terriers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/104.png&scale=crop&cquality=40&location=origin&w=80&h=80
Bucknell Bison,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2083.png&scale=crop&cquality=40&location=origin&w=80&h=80
Colgate Raiders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2142.png&scale=crop&cquality=40&location=origin&w=80&h=80
Holy Cross Crusaders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/107.png&scale=crop&cquality=40&location=origin&w=80&h=80
Lafayette Leopards,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/322.png&scale=crop&cquality=40&location=origin&w=80&h=80
Lehigh Mountain Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2329.png&scale=crop&cquality=40&location=origin&w=80&h=80
Loyola Maryland Greyhounds,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2352.png&scale=crop&cquality=40&location=origin&w=80&h=80
Navy Midshipmen,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2426.png&scale=crop&cquality=40&location=origin&w=80&h=80
Alabama Crimson Tide,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/333.png&scale=crop&cquality=40&location=origin&w=80&h=80
Arkansas Razorbacks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/8.png&scale=crop&cquality=40&location=origin&w=80&h=80
Auburn Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2.png&scale=crop&cquality=40&location=origin&w=80&h=80
Florida Gators,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/57.png&scale=crop&cquality=40&location=origin&w=80&h=80
Georgia Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/61.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kentucky Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/96.png&scale=crop&cquality=40&location=origin&w=80&h=80
LSU Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/99.png&scale=crop&cquality=40&location=origin&w=80&h=80
Mississippi State Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/344.png&scale=crop&cquality=40&location=origin&w=80&h=80
Missouri Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/142.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oklahoma Sooners,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/201.png&scale=crop&cquality=40&location=origin&w=80&h=80
Ole Miss Rebels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/145.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Carolina Gamecocks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2579.png&scale=crop&cquality=40&location=origin&w=80&h=80
Tennessee Volunteers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2633.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas A&M Aggies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/245.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas Longhorns,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/251.png&scale=crop&cquality=40&location=origin&w=80&h=80
Vanderbilt Commodores,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/238.png&scale=crop&cquality=40&location=origin&w=80&h=80
Alabama A&M Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2010.png&scale=crop&cquality=40&location=origin&w=80&h=80
Alabama State Hornets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2011.png&scale=crop&cquality=40&location=origin&w=80&h=80
Alcorn State Braves,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2016.png&scale=crop&cquality=40&location=origin&w=80&h=80
Arkansas-Pine Bluff Golden Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2029.png&scale=crop&cquality=40&location=origin&w=80&h=80
Bethune-Cookman Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2065.png&scale=crop&cquality=40&location=origin&w=80&h=80
Florida A&M Rattlers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/50.png&scale=crop&cquality=40&location=origin&w=80&h=80
Grambling Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2755.png&scale=crop&cquality=40&location=origin&w=80&h=80
Jackson State Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2296.png&scale=crop&cquality=40&location=origin&w=80&h=80
Mississippi Valley State Delta Devils,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2400.png&scale=crop&cquality=40&location=origin&w=80&h=80
Prairie View A&M Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2504.png&scale=crop&cquality=40&location=origin&w=80&h=80
Southern Jaguars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2582.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas Southern Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2640.png&scale=crop&cquality=40&location=origin&w=80&h=80
Chattanooga Mocs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/236.png&scale=crop&cquality=40&location=origin&w=80&h=80
East Tennessee State Buccaneers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2193.png&scale=crop&cquality=40&location=origin&w=80&h=80
Furman Paladins,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/231.png&scale=crop&cquality=40&location=origin&w=80&h=80
Mercer Bears,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2382.png&scale=crop&cquality=40&location=origin&w=80&h=80
Samford Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2535.png&scale=crop&cquality=40&location=origin&w=80&h=80
The Citadel Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2643.png&scale=crop&cquality=40&location=origin&w=80&h=80
UNC Greensboro Spartans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2430.png&scale=crop&cquality=40&location=origin&w=80&h=80
VMI Keydets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2678.png&scale=crop&cquality=40&location=origin&w=80&h=80
Western Carolina Catamounts,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2717.png&scale=crop&cquality=40&location=origin&w=80&h=80
Wofford Terriers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2747.png&scale=crop&cquality=40&location=origin&w=80&h=80
East Texas A&M Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2837.png&scale=crop&cquality=40&location=origin&w=80&h=80
Houston Christian Huskies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2277.png&scale=crop&cquality=40&location=origin&w=80&h=80
Incarnate Word Cardinals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2916.png&scale=crop&cquality=40&location=origin&w=80&h=80
Lamar Cardinals,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2320.png&scale=crop&cquality=40&location=origin&w=80&h=80
McNeese Cowboys,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2377.png&scale=crop&cquality=40&location=origin&w=80&h=80
New Orleans Privateers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2443.png&scale=crop&cquality=40&location=origin&w=80&h=80
Nicholls Colonels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2447.png&scale=crop&cquality=40&location=origin&w=80&h=80
Northwestern State Demons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2466.png&scale=crop&cquality=40&location=origin&w=80&h=80
SE Louisiana Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2545.png&scale=crop&cquality=40&location=origin&w=80&h=80
Stephen F. Austin Lumberjacks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2617.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas A&M-Corpus Christi Islanders,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/357.png&scale=crop&cquality=40&location=origin&w=80&h=80
UT Rio Grande Valley Vaqueros,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/292.png&scale=crop&cquality=40&location=origin&w=80&h=80
Denver Pioneers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2172.png&scale=crop&cquality=40&location=origin&w=80&h=80
Kansas City Roos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/140.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Dakota Fighting Hawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/155.png&scale=crop&cquality=40&location=origin&w=80&h=80
North Dakota State Bison,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2449.png&scale=crop&cquality=40&location=origin&w=80&h=80
Omaha Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2437.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oral Roberts Golden Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/198.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Dakota Coyotes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/233.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Dakota State Jackrabbits,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2571.png&scale=crop&cquality=40&location=origin&w=80&h=80
St. Thomas-Minnesota Tommies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2900.png&scale=crop&cquality=40&location=origin&w=80&h=80
App State Mountaineers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2026.png&scale=crop&cquality=40&location=origin&w=80&h=80
Arkansas State Red Wolves,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2032.png&scale=crop&cquality=40&location=origin&w=80&h=80
Coastal Carolina Chanticleers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/324.png&scale=crop&cquality=40&location=origin&w=80&h=80
Georgia Southern Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/290.png&scale=crop&cquality=40&location=origin&w=80&h=80
Georgia State Panthers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2247.png&scale=crop&cquality=40&location=origin&w=80&h=80
James Madison Dukes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/256.png&scale=crop&cquality=40&location=origin&w=80&h=80
Louisiana Ragin' Cajuns,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/309.png&scale=crop&cquality=40&location=origin&w=80&h=80
Marshall Thundering Herd,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/276.png&scale=crop&cquality=40&location=origin&w=80&h=80
Old Dominion Monarchs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/295.png&scale=crop&cquality=40&location=origin&w=80&h=80
South Alabama Jaguars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/6.png&scale=crop&cquality=40&location=origin&w=80&h=80
Southern Miss Golden Eagles,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2572.png&scale=crop&cquality=40&location=origin&w=80&h=80
Texas State Bobcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/326.png&scale=crop&cquality=40&location=origin&w=80&h=80
Troy Trojans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2653.png&scale=crop&cquality=40&location=origin&w=80&h=80
UL Monroe Warhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2433.png&scale=crop&cquality=40&location=origin&w=80&h=80
Abilene Christian Wildcats,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2000.png&scale=crop&cquality=40&location=origin&w=80&h=80
California Baptist Lancers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2856.png&scale=crop&cquality=40&location=origin&w=80&h=80
Grand Canyon Lopes,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2253.png&scale=crop&cquality=40&location=origin&w=80&h=80
Seattle U Redhawks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2547.png&scale=crop&cquality=40&location=origin&w=80&h=80
Southern Utah Thunderbirds,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/253.png&scale=crop&cquality=40&location=origin&w=80&h=80
Tarleton State Texans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2627.png&scale=crop&cquality=40&location=origin&w=80&h=80
UT Arlington Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/250.png&scale=crop&cquality=40&location=origin&w=80&h=80
Utah Tech Trailblazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3101.png&scale=crop&cquality=40&location=origin&w=80&h=80
Utah Valley Wolverines,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3084.png&scale=crop&cquality=40&location=origin&w=80&h=80
Gonzaga Bulldogs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png&scale=crop&cquality=40&location=origin&w=80&h=80
Loyola Marymount Lions,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2351.png&scale=crop&cquality=40&location=origin&w=80&h=80
Oregon State Beavers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/204.png&scale=crop&cquality=40&location=origin&w=80&h=80
Pacific Tigers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/279.png&scale=crop&cquality=40&location=origin&w=80&h=80
Pepperdine Waves,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2492.png&scale=crop&cquality=40&location=origin&w=80&h=80
Portland Pilots,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2501.png&scale=crop&cquality=40&location=origin&w=80&h=80
Saint Mary's Gaels,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2608.png&scale=crop&cquality=40&location=origin&w=80&h=80
San Diego Toreros,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/301.png&scale=crop&cquality=40&location=origin&w=80&h=80
San Francisco Dons,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2539.png&scale=crop&cquality=40&location=origin&w=80&h=80
Santa Clara Broncos,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2541.png&scale=crop&cquality=40&location=origin&w=80&h=80
Washington State Cougars,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/265.png&scale=crop&cquality=40&location=origin&w=80&h=80
